human_ensembl_gene_id,human_accession,hgnc_symbol,mouse_ensembl_gene_id,external_gene_name,mouse_accession
ENSG00000174780,O76094,SRP72,ENSMUSG00000036323,Srp72,"['F8VQC1', 'E9Q740']"
ENSG00000174799,Q66GS9,CEP135,ENSMUSG00000036403,Cep135,Q6P5D4
ENSG00000174944,Q15391,P2RY14,ENSMUSG00000036381,P2ry14,Q9ESG6
ENSG00000175497,Q8N608,DPP10,ENSMUSG00000036815,Dpp10,"['E9QN98', 'A0A5F8MPK1', 'D3Z5I7']"
ENSG00000176009,Q9NQ33,ASCL3,ENSMUSG00000035951,Ascl3,Q9JJR7
ENSG00000176340,P10176,COX8A,ENSMUSG00000035885,Cox8a,Q64445
ENSG00000177239,Q9UKM7,MAN1B1,ENSMUSG00000036646,Man1b1,A2AJ15
ENSG00000177283,Q9H461,FZD8,ENSMUSG00000036904,Fzd8,Q61091
ENSG00000177425,Q96IZ0,PAWR,ENSMUSG00000035873,Pawr,Q925B0
ENSG00000177576,Q8TCD1,C18orf32,ENSMUSG00000036299,BC031181,Q91WE4
ENSG00000178075,Q8IYS0,GRAMD1C,ENSMUSG00000036292,Gramd1c,Q8CI52
ENSG00000179104,Q8N394,TMTC2,ENSMUSG00000036019,Tmtc2,Q56A06
ENSG00000180549,Q11130,FUT7,ENSMUSG00000036587,Fut7,Q11131
ENSG00000181090,Q9H9B1,EHMT1,ENSMUSG00000036893,Ehmt1,Q5DW34
ENSG00000181467,P61225,RAP2B,ENSMUSG00000036894,Rap2b,P61226
ENSG00000181631,Q9BPV8,P2RY13,ENSMUSG00000036362,P2ry13,Q9D8I2
ENSG00000181788,O43255,SIAH2,ENSMUSG00000036432,Siah2,Q06986
ENSG00000182154,Q8IXM3,MRPL41,ENSMUSG00000036850,Mrpl41,Q9CQN7
ENSG00000183876,Q5FYB1,ARSI,ENSMUSG00000036412,Arsi,Q32KI9
ENSG00000184014,Q6IQ26,DENND5A,ENSMUSG00000035901,Dennd5a,Q6PAL8
ENSG00000184307,Q8IYP9,ZDHHC23,ENSMUSG00000036304,Zdhhc23,Q5Y5T3
ENSG00000184731,Q1W6H9,FAM110C,ENSMUSG00000036136,Fam110c,Q8VE94
ENSG00000184898,Q6ZSC3,RBM43,ENSMUSG00000036249,Rbm43,Q99J64
ENSG00000185088,Q71UM5,RPS27L,ENSMUSG00000036781,Rps27l,Q6ZWY3
ENSG00000185985,Q9H156,SLITRK2,ENSMUSG00000036790,Slitrk2,Q810C0
ENSG00000186010,Q9P0J0,NDUFA13,ENSMUSG00000036199,Ndufa13,Q9ERS2
ENSG00000186654,P85299,PRR5,ENSMUSG00000036106,Prr5,Q812A5
ENSG00000095464,P51160,PDE6C,ENSMUSG00000024992,Pde6c,Q91ZQ1
ENSG00000095485,Q69YN2,CWF19L1,ENSMUSG00000025200,Cwf19l1,Q8CI33
ENSG00000095539,Q9NTN9,SEMA4G,ENSMUSG00000025207,Sema4g,Q9WUH7
ENSG00000095596,O43174,CYP26A1,ENSMUSG00000024987,Cyp26a1,A0A0R4J061
ENSG00000095637,Q9BX66,SORBS1,ENSMUSG00000025006,Sorbs1,"['A0A668KLG2', 'A0A286YCN8', 'A0A286YDJ3', 'A0A286YD34', 'A0A668KL65', 'A0A5F8MPJ2', 'A0A286YCI8', 'A0A286YDN0', 'E9PYX6', 'E9QNA7', 'A0A286YCQ0', 'D3Z5J3', 'E9Q6A3']"
ENSG00000096006,P54108,CRISP3,ENSMUSG00000025431,Crisp1,Q03401
ENSG00000099194,O00767,SCD,ENSMUSG00000025203,Scd2,P13011
ENSG00000099194,O00767,SCD,ENSMUSG00000025203,Scd2,P13011
ENSG00000099194,O00767,SCD,ENSMUSG00000050195,Scd4,Q6T707
ENSG00000099194,O00767,SCD,ENSMUSG00000050195,Scd4,Q6T707
ENSG00000099204,O14639,ABLIM1,ENSMUSG00000025085,Ablim1,Q8K4G5
ENSG00000101638,O15466,ST8SIA5,ENSMUSG00000025425,St8sia5,P70126
ENSG00000102302,P98174,FGD1,ENSMUSG00000025265,Fgd1,P52734
ENSG00000102316,Q9UNF1,MAGED2,ENSMUSG00000025268,Maged2,"['A2AG49', 'A2AG47', 'A2AG46', 'A2AG48', 'Q9ER67']"
ENSG00000105855,P26012,ITGB8,ENSMUSG00000025321,Itgb8,Q0VBD0
ENSG00000105866,Q02446,SP4,ENSMUSG00000025323,Sp4,"['A0A1Y7VJR5', 'A0A1Y7VNB3', 'K4DI62']"
ENSG00000106688,P43005,SLC1A1,ENSMUSG00000024935,Slc1a1,P51906
ENSG00000107282,Q02410,APBA1,ENSMUSG00000024897,Apba1,B2RUJ5
ENSG00000107443,Q5T5M9,CCNJ,ENSMUSG00000025010,Ccnj,Q3TZI6
ENSG00000107447,P04053,DNTT,ENSMUSG00000025014,Dntt,P09838
ENSG00000107521,Q92902,HPS1,ENSMUSG00000025188,Hps1,"['Q3U309', 'F7BWJ7', 'E9Q045', 'A0A0R4J062', 'E9PYL0']"
ENSG00000107554,Q6XZF7,DNMBP,ENSMUSG00000025195,Dnmbp,"['A0A1D5RLY0', 'A0A1D5RLL6', 'A0A1D5RMB5', 'A0A0R4J055']"
ENSG00000107566,O75477,ERLIN1,ENSMUSG00000025198,Erlin1,Q91X78
ENSG00000107581,Q14152,EIF3A,ENSMUSG00000024991,Eif3a,P23116
ENSG00000107789,Q9UNW1,MINPP1,ENSMUSG00000024896,Minpp1,Q9Z2L6
ENSG00000107815,Q96RR1,TWNK,ENSMUSG00000025209,Twnk,Q8CIW5
ENSG00000107819,Q9BWM7,SFXN3,ENSMUSG00000025212,Sfxn3,Q91V61
ENSG00000107821,Q96I82,KAZALD1,ENSMUSG00000025213,Kazald1,Q8BJ66
ENSG00000107859,O75364,PITX3,ENSMUSG00000025229,Pitx3,O35160
ENSG00000107862,Q92538,GBF1,ENSMUSG00000025224,Gbf1,"['A0A668KLD0', 'H3BIX5', 'H3BLN1', 'Q6DFZ1']"
ENSG00000107872,Q9H469,FBXL15,ENSMUSG00000025226,Fbxl15,Q91W61
ENSG00000107882,Q9UMX1,SUFU,ENSMUSG00000025231,Sufu,Q9Z0P7
ENSG00000108039,Q9NQW7,XPNPEP1,ENSMUSG00000025027,Xpnpep1,Q6P1B1
ENSG00000108055,Q9UQE7,SMC3,ENSMUSG00000024974,Smc3,Q9CW03
ENSG00000108061,Q9UQ13,SHOC2,ENSMUSG00000024976,Shoc2,O88520
ENSG00000108242,P33260,CYP2C18,ENSMUSG00000025002,Cyp2c55,Q9D816
ENSG00000110011,Q9NNZ3,DNAJC4,ENSMUSG00000024963,Dnajc4,Q9D844
ENSG00000110075,Q5H9R7,PPP6R3,ENSMUSG00000024908,Ppp6r3,Q922D4
ENSG00000110090,P50416,CPT1A,ENSMUSG00000024900,Cpt1a,P97742
ENSG00000110944,Q9NPF7,IL23A,ENSMUSG00000025383,Il23a,Q9EQ14
ENSG00000110955,P06576,ATP5F1B,ENSMUSG00000025393,Atp5b,P56480
ENSG00000111087,P08151,GLI1,ENSMUSG00000025407,Gli1,P47806
ENSG00000113100,Q9ULB4,CDH9,ENSMUSG00000025370,Cdh9,F8WHU6
ENSG00000114062,Q05086,UBE3A,ENSMUSG00000025326,Ube3a,O08759
ENSG00000119927,Q9HCL2,GPAM,ENSMUSG00000024978,Gpam,Q61586
ENSG00000119929,Q9NTM9,CUTC,ENSMUSG00000025193,Cutc,Q9D8X1
ENSG00000119946,Q9NRU3,CNNM1,ENSMUSG00000025189,Cnnm1,Q0GA42
ENSG00000119950,P50539,MXI1,ENSMUSG00000025025,Mxi1,P50540
ENSG00000119953,O75940,SMNDC1,ENSMUSG00000025024,Smndc1,Q8BGT7
ENSG00000119969,Q9NRZ9,HELLS,ENSMUSG00000025001,Hells,Q60848
ENSG00000119977,Q6NUS6,TCTN3,ENSMUSG00000025008,Tctn3,Q8R2Q6
ENSG00000119979,Q8TCE6,DENND10,ENSMUSG00000024993,Dennd10,Q9D8N2
ENSG00000120049,Q9NS61,KCNIP2,ENSMUSG00000025221,Kcnip2,Q9JJ69
ENSG00000120053,P17174,GOT1,ENSMUSG00000025190,Got1,P05201
ENSG00000120054,P15169,CPN1,ENSMUSG00000025196,Cpn1,Q9JJN5
ENSG00000120280,Q9HAI6,TASL,ENSMUSG00000025058,Tasl,Q9D3J9
ENSG00000123130,Q9Y305,ACOT9,ENSMUSG00000025287,Acot9,Q9R0X4
ENSG00000123131,Q13162,PRDX4,ENSMUSG00000025289,Prdx4,O08807
ENSG00000123342,Q99542,MMP19,ENSMUSG00000025355,Mmp19,Q9JHI0
ENSG00000123353,Q53FV1,ORMDL2,ENSMUSG00000025353,Ormdl2,Q9CQZ0
ENSG00000123374,P24941,CDK2,ENSMUSG00000025358,Cdk2,P97377
ENSG00000126012,P41229,KDM5C,ENSMUSG00000025332,Kdm5c,P41230
ENSG00000126432,P30044,PRDX5,ENSMUSG00000024953,Prdx5,P99029
ENSG00000126524,Q9Y3A5,SBDS,ENSMUSG00000025337,Sbds,P70122
ENSG00000127884,P30084,ECHS1,ENSMUSG00000025465,Echs1,Q8BH95
ENSG00000130066,P21673,SAT1,ENSMUSG00000025283,Sat1,P48026
ENSG00000130119,Q9NVN8,GNL3L,ENSMUSG00000025266,Gnl3l,Q6PGG6
ENSG00000130643,Q9NYX4,CALY,ENSMUSG00000025468,Caly,Q9DCA7
ENSG00000132749,Q9Y4I5,TESMIN,ENSMUSG00000024905,Tesmin,Q9WTJ6
ENSG00000133317,Q96DT0,LGALS12,ENSMUSG00000024972,Lgals12,Q91VD1
ENSG00000133895,O00255,MEN1,ENSMUSG00000024947,Men1,O88559
ENSG00000135392,Q6Y2X3,DNAJC14,ENSMUSG00000025354,Dnajc14,Q921R4
ENSG00000135404,P08962,CD63,ENSMUSG00000025351,Cd63,P41731
ENSG00000135407,O75366,AVIL,ENSMUSG00000025432,Avil,O88398
ENSG00000135414,O95390,GDF11,ENSMUSG00000025352,Gdf11,Q9Z1W4
ENSG00000135424,Q13683,ITGA7,ENSMUSG00000025348,Itga7,"['A0A8V5L190', 'Q3TZS3', 'G3X9Q1', 'A0A1W2P7M9']"
ENSG00000135437,Q92781,RDH5,ENSMUSG00000025350,Rdh5,O55240
ENSG00000135439,Q99490,AGAP2,ENSMUSG00000025422,Agap2,Q3UHD9
ENSG00000136068,O75369,FLNB,ENSMUSG00000025278,Flnb,Q80X90
ENSG00000137817,Q2NL67,PARP6,ENSMUSG00000025237,Parp6,"['G5E856', 'A0A1L1SUN7', 'A0A1L1SQ23', 'Q05BZ2', 'A0A0R4J0T1']"
ENSG00000138107,P61163,ACTR1A,ENSMUSG00000025228,Actr1a,P61164
ENSG00000138111,Q14CX5,MFSD13A,ENSMUSG00000025227,Mfsd13a,Q6PDE8
ENSG00000138131,Q96JB6,LOXL4,ENSMUSG00000025185,Loxl4,Q924C6
ENSG00000138136,P52954,LBX1,ENSMUSG00000025216,Lbx1,P52955
ENSG00000138175,P36405,ARL3,ENSMUSG00000025035,Arl3,Q9WUL7
ENSG00000138180,Q53EZ4,CEP55,ENSMUSG00000024989,Cep55,Q8BT07
ENSG00000138193,Q9P212,PLCE1,ENSMUSG00000024998,Plce1,Q8K4S1
ENSG00000138207,P02753,RBP4,ENSMUSG00000024990,Rbp4,Q00724
ENSG00000139579,Q9BQ15,NABP2,ENSMUSG00000025374,Nabp2,Q8R2Y9
ENSG00000139613,Q8TAQ2,SMARCC2,ENSMUSG00000025369,Smarcc2,Q6PDG5
ENSG00000139641,Q9BSJ8,ESYT1,ENSMUSG00000025366,Esyt1,Q3U7R1
ENSG00000140463,Q96RK4,BBS4,ENSMUSG00000025235,Bbs4,Q8C1Z7
ENSG00000141522,P52565,ARHGDIA,ENSMUSG00000025132,Arhgdia,Q99PT1
ENSG00000141526,O15427,SLC16A3,ENSMUSG00000025161,Slc16a3,P57787
ENSG00000141542,Q12829,RAB40B,ENSMUSG00000025170,Rab40b,Q8VHP8
ENSG00000141551,P48730,CSNK1D,ENSMUSG00000025162,Csnk1d,Q9DC28
ENSG00000141552,Q9NYG5,ANAPC11,ENSMUSG00000025135,Anapc11,Q9CPX9
ENSG00000141574,Q8WVN6,SECTM1,ENSMUSG00000025165,Sectm1a,"['A2ABP8', 'Q3TBH1', 'A2ABP7', 'A2ABP9']"
ENSG00000141574,Q8WVN6,SECTM1,ENSMUSG00000025165,Sectm1a,"['A2ABP8', 'Q3TBH1', 'A2ABP7', 'A2ABP9']"
ENSG00000141574,Q8WVN6,SECTM1,ENSMUSG00000039364,Sectm1b,"['A2ABP5', 'Q9D966']"
ENSG00000141574,Q8WVN6,SECTM1,ENSMUSG00000039364,Sectm1b,"['A2ABP5', 'Q9D966']"
ENSG00000141580,Q5MNZ6,WDR45B,ENSMUSG00000025173,Wdr45b,Q9CR39
ENSG00000141622,Q6ZSG1,RNF165,ENSMUSG00000025427,Rnf165,E9QAU8
ENSG00000142186,Q96KG9,SCYL1,ENSMUSG00000024941,Scyl1,Q9EQC5
ENSG00000142623,Q9ULC6,PADI1,ENSMUSG00000025329,Padi1,Q9Z185
ENSG00000144791,Q9UGP4,LIMD1,ENSMUSG00000025239,Limd1,Q9QXD8
ENSG00000147852,P98155,VLDLR,ENSMUSG00000024924,Vldlr,P98156
ENSG00000148606,O14802,POLR3A,ENSMUSG00000025280,Polr3a,"['Q7TSI4', 'B2RXC6']"
ENSG00000148700,Q9UEY8,ADD3,ENSMUSG00000025026,Add3,Q9QYB5
ENSG00000148702,Q14520,HABP2,ENSMUSG00000025075,Habp2,"['E9Q092', 'E9QM92', 'Q3V1J8', 'F7D2A6', 'E9Q0C5', 'F7B276']"
ENSG00000146842,Q96SK2,TMEM209,ENSMUSG00000029782,Tmem209,Q8BRG8
ENSG00000146904,P21709,EPHA1,ENSMUSG00000029859,Epha1,Q60750
ENSG00000146955,A4D1S5,RAB19,ENSMUSG00000029923,Rab19,P35294
ENSG00000146963,Q9Y383,LUC7L2,ENSMUSG00000029823,Luc7l2,Q7TNC4
ENSG00000150995,Q14643,ITPR1,ENSMUSG00000030102,Itpr1,P11881
ENSG00000151490,Q16827,PTPRO,ENSMUSG00000030223,Ptpro,E9Q612
ENSG00000152484,O75317,USP12,ENSMUSG00000029640,Usp12,Q9D9M2
ENSG00000152520,Q58A45,PAN3,ENSMUSG00000029647,Pan3,Q640Q5
ENSG00000152944,Q13503,MED21,ENSMUSG00000030291,Med21,Q9CQ39
ENSG00000153790,Q8N865,C7orf31,ENSMUSG00000029828,4921507P07Rik,Q9D5Y0
ENSG00000154767,Q01831,XPC,ENSMUSG00000030094,Xpc,P51612
ENSG00000156928,Q96EH3,MALSU1,ENSMUSG00000029815,Malsu1,Q9CWV0
ENSG00000157020,P55735,SEC13,ENSMUSG00000030298,Sec13,Q9D1M0
ENSG00000157087,Q01814,ATP2B2,ENSMUSG00000030302,Atp2b2,Q9R0K7
ENSG00000157150,Q99727,TIMP4,ENSMUSG00000030317,Timp4,Q9JHB3
ENSG00000158321,Q8WXX7,AUTS2,ENSMUSG00000029673,Auts2,A0A087WPF7
ENSG00000158467,Q96HN2,AHCYL2,ENSMUSG00000029772,Ahcyl2,Q68FL4
ENSG00000158560,O14576,DYNC1I1,ENSMUSG00000029757,Dync1i1,O88485
ENSG00000159374,Q8TC57,M1AP,ENSMUSG00000030041,M1ap,Q9Z0E1
ENSG00000159685,Q9BRQ6,CHCHD6,ENSMUSG00000030086,Chchd6,Q91VN4
ENSG00000159840,Q15942,ZYX,ENSMUSG00000029860,Zyx,Q62523
ENSG00000160813,Q8TAP8,PPP1R35,ENSMUSG00000029725,Ppp1r35,Q9D8C8
ENSG00000161036,Q9UFC0,LRWD1,ENSMUSG00000029703,Lrwd1,Q8BUI3
ENSG00000163104,Q9H4L7,SMARCAD1,ENSMUSG00000029920,Smarcad1,Q04692
ENSG00000163106,O60760,HPGDS,ENSMUSG00000029919,Hpgds,Q9JHF7
ENSG00000163217,O95393,BMP10,ENSMUSG00000030046,Bmp10,Q9R229
ENSG00000163219,P42331,ARHGAP25,ENSMUSG00000030047,Arhgap25,Q8BYW1
ENSG00000163235,P01135,TGFA,ENSMUSG00000029999,Tgfa,P48030
ENSG00000163376,Q8NFY9,KBTBD8,ENSMUSG00000030031,Kbtbd8,Q3UQV5
ENSG00000163637,Q7Z3G6,PRICKLE2,ENSMUSG00000030020,Prickle2,Q80Y24
ENSG00000163638,Q9P2N4,ADAMTS9,ENSMUSG00000030022,Adamts9,"['E9PYV8', 'E9PUN6']"
ENSG00000163702,Q8NAC3,IL17RC,ENSMUSG00000030281,Il17rc,Q8K4C2
ENSG00000163703,Q96HD1,CRELD1,ENSMUSG00000030284,Creld1,Q91XD7
ENSG00000163719,Q8NCE2,MTMR14,ENSMUSG00000030269,Mtmr14,Q8VEL2
ENSG00000163884,Q9UIH9,KLF15,ENSMUSG00000030087,Klf15,Q9EPW2
ENSG00000163902,P04843,RPN1,ENSMUSG00000030062,Rpn1,Q91YQ5
ENSG00000164109,Q13257,MAD2L1,ENSMUSG00000029910,Mad2l1,Q9Z1B5
ENSG00000164548,Q13595,TRA2A,ENSMUSG00000029817,Tra2a,"['A0A0N4SV13', 'A0A0N4SVC2', 'E9QP00']"
ENSG00000164692,P08123,COL1A2,ENSMUSG00000029661,Col1a2,Q01149
ENSG00000164707,Q9UKG4,SLC13A4,ENSMUSG00000029843,Slc13a4,Q8BZ82
ENSG00000165120,Q8WWF3,SSMEM1,ENSMUSG00000029784,Ssmem1,"['D3Z3E1', 'Q9DAA0', 'Q9D9Y8']"
ENSG00000165682,Q9P126,CLEC1B,ENSMUSG00000030159,Clec1b,Q9JL99
ENSG00000165731,P07949,RET,ENSMUSG00000030110,Ret,P35546
ENSG00000165733,Q14692,BMS1,ENSMUSG00000030138,Bms1,Q6PGF5
ENSG00000166508,P33993,MCM7,ENSMUSG00000029730,Mcm7,Q61881
ENSG00000166523,Q9ULY5,CLEC4E,ENSMUSG00000030142,Clec4e,Q9R0Q8
ENSG00000166527,Q8WXI8,CLEC4D,ENSMUSG00000030144,Clec4d,Q9Z2H6
ENSG00000166925,Q9Y3Q8,TSC22D4,ENSMUSG00000029723,Spacdr,Q9EQN3
ENSG00000169599,Q9UMS0,NFU1,ENSMUSG00000029993,Nfu1,Q9QZ23
ENSG00000169621,Q8IW19,APLF,ENSMUSG00000030051,Aplf,Q9D842
ENSG00000169704,P14770,GP9,ENSMUSG00000030054,Gp9,O88186
ENSG00000169714,P62633,CNBP,ENSMUSG00000030057,Cnbp,P53996
ENSG00000170379,A6NFQ2,TCAF2,ENSMUSG00000029851,Tcaf2,Q921K8
ENSG00000283528,,TCAF2C,ENSMUSG00000029851,Tcaf2,Q921K8
ENSG00000170456,Q6ZUT9,DENND5B,ENSMUSG00000030313,Dennd5b,A2RSQ0
ENSG00000170807,Q6P5Q4,LMOD2,ENSMUSG00000029683,Lmod2,Q3UHZ5
ENSG00000170876,Q9BTV4,TMEM43,ENSMUSG00000030095,Tmem43,Q9DBS1
ENSG00000171681,Q6VMQ6,ATF7IP,ENSMUSG00000030213,Atf7ip,Q7TT18
ENSG00000171823,Q8N1E6,FBXL14,ENSMUSG00000030019,Fbxl14,Q8BID8
ENSG00000172336,O75817,POP7,ENSMUSG00000029715,Pop7,Q9DCH2
ENSG00000172354,P62879,GNB2,ENSMUSG00000029713,Gnb2,P62880
ENSG00000172765,O94876,TMCC1,ENSMUSG00000030126,Tmcc1,Q69ZZ6
ENSG00000172771,Q6NXP0,EFCAB12,ENSMUSG00000030321,Efcab12,"['I6L9E6', 'V9GXH0']"
ENSG00000172780,Q86YS6,RAB43,ENSMUSG00000030055,Rab43,Q8CG50
ENSG00000172986,A0PJZ3,GXYLT2,ENSMUSG00000030074,Gxylt2,Q810K9
ENSG00000173391,P78380,OLR1,ENSMUSG00000030162,Olr1,Q9EQ09
ENSG00000175792,Q9Y265,RUVBL1,ENSMUSG00000030079,Ruvbl1,P60122
ENSG00000175899,P01023,A2M,ENSMUSG00000030111,A2m,Q6GQT1
ENSG00000177875,Q52MB2,CCDC184,ENSMUSG00000029875,Ccdc184,Q8BMK5
ENSG00000179562,Q96CN9,GCC1,ENSMUSG00000029708,Gcc1,Q9D4H2
ENSG00000181789,Q9Y678,COPG1,ENSMUSG00000030058,Copg1,Q9QZE5
ENSG00000183624,Q96FZ2,HMCES,ENSMUSG00000030060,Hmces,Q8R1M0
ENSG00000183785,Q9NY65,TUBA8,ENSMUSG00000030137,Tuba8,Q9JJZ2
ENSG00000184344,Q9NR23,GDF3,ENSMUSG00000030117,Gdf3,Q07104
ENSG00000184979,Q9UMW8,USP18,ENSMUSG00000030107,Usp18,Q9WTV6
ENSG00000186184,P0DPB5,POLR1D,ENSMUSG00000029642,Polr1d,P97304
ENSG00000186184,P0DPB6,POLR1D,ENSMUSG00000029642,Polr1d,P97304
ENSG00000187288,Q96AQ7,CIDEC,ENSMUSG00000030278,Cidec,P56198
ENSG00000188037,P35523,CLCN1,ENSMUSG00000029862,Clcn1,Q64347
ENSG00000189043,O00483,NDUFA4,ENSMUSG00000029632,Ndufa4,Q62425
ENSG00000196220,O43295,SRGAP3,ENSMUSG00000030257,Srgap3,"['F6QZR7', 'E9QN14', 'F8VPQ4']"
ENSG00000196411,P54760,EPHB4,ENSMUSG00000029710,Ephb4,P54761
ENSG00000196511,Q9H3S4,TPK1,ENSMUSG00000029735,Tpk1,Q9R0M5
ENSG00000196937,Q92520,FAM3C,ENSMUSG00000029672,Fam3c,Q91VU0
ENSG00000196975,P09525,ANXA4,ENSMUSG00000029994,Anxa4,P97429
ENSG00000197448,Q9Y2Q3,GSTK1,ENSMUSG00000029864,Gstk1,Q9DCM2
ENSG00000197548,O95352,ATG7,ENSMUSG00000030314,Atg7,Q9D906
ENSG00000197614,Q13361,MFAP5,ENSMUSG00000030116,Mfap5,Q9QZJ6
ENSG00000197993,P23276,KEL,ENSMUSG00000029866,Kel,Q9EQF2
ENSG00000198074,O60218,AKR1B10,ENSMUSG00000029762,Akr1b8,P45377
ENSG00000198074,O60218,AKR1B10,ENSMUSG00000029762,Akr1b8,P45377
ENSG00000198074,O60218,AKR1B10,ENSMUSG00000029762,Akr1b8,P45377
ENSG00000198074,O60218,AKR1B10,ENSMUSG00000052131,Akr1b7,P21300
ENSG00000198074,O60218,AKR1B10,ENSMUSG00000052131,Akr1b7,P21300
ENSG00000198074,O60218,AKR1B10,ENSMUSG00000052131,Akr1b7,P21300
ENSG00000198074,O60218,AKR1B10,ENSMUSG00000061758,Akr1b10,"['G5E895', 'D3Z494', 'S4R2G9']"
ENSG00000198074,O60218,AKR1B10,ENSMUSG00000061758,Akr1b10,"['G5E895', 'D3Z494', 'S4R2G9']"
ENSG00000198074,O60218,AKR1B10,ENSMUSG00000061758,Akr1b10,"['G5E895', 'D3Z494', 'S4R2G9']"
ENSG00000198105,Q8NDW4,ZNF248,ENSMUSG00000030145,Zfp248,"['E0CZG2', 'Q9CZ86', 'Q640N4']"
ENSG00000198178,Q8WTT0,CLEC4C,ENSMUSG00000030147,Clec4b1,"['Q9D8Q7', 'Q7TS58']"
ENSG00000198178,Q8WTT0,CLEC4C,ENSMUSG00000030147,Clec4b1,"['Q9D8Q7', 'Q7TS58']"
ENSG00000198178,Q8WTT0,CLEC4C,ENSMUSG00000030148,Clec4a2,Q9QZ15
ENSG00000198178,Q8WTT0,CLEC4C,ENSMUSG00000030148,Clec4a2,Q9QZ15
ENSG00000198178,Q8WTT0,CLEC4C,ENSMUSG00000043832,Clec4a3,"['Q8JZX6', 'A0A0N4SUX0']"
ENSG00000198178,Q8WTT0,CLEC4C,ENSMUSG00000043832,Clec4a3,"['Q8JZX6', 'A0A0N4SUX0']"
ENSG00000198380,Q06210,GFPT1,ENSMUSG00000029992,Gfpt1,P47856
ENSG00000198915,Q8N9B8,RASGEF1A,ENSMUSG00000030134,Rasgef1a,"['A0A0N4SVR5', 'A0A0N4SVF2', 'A6H650']"
ENSG00000204822,Q96EL3,MRPL53,ENSMUSG00000030037,Mrpl53,Q9D1H8
ENSG00000213782,Q9H0S4,DDX47,ENSMUSG00000030204,Ddx47,Q9CWX9
ENSG00000213809,P26718,KLRK1,ENSMUSG00000030149,Klrk1,O54709
ENSG00000214021,Q9Y4R7,TTLL3,ENSMUSG00000030276,Ttll3,A4Q9E5
ENSG00000221866,Q9HCM2,PLXNA4,ENSMUSG00000029765,Plxna4,Q80UG2
ENSG00000239779,Q96G27,WBP1,ENSMUSG00000030035,Wbp1,P97764
ENSG00000240682,Q9ULR0,ISY1,ENSMUSG00000030056,Isy1,Q69ZQ2
ENSG00000244754,Q92802,N4BP2L2,ENSMUSG00000029655,N4bp2l2,Q8JZS6
ENSG00000256660,Q2HXU8,CLEC12B,ENSMUSG00000030158,Clec12b,A0A0R4J0A7
ENSG00000257923,Q13948,CUX1,ENSMUSG00000029705,Cux1,"['H3BJ26', 'H3BLJ7', 'H3BJN3', 'H3BKT0', 'H3BJQ9', 'H3BKF6', 'H3BLS0', 'H3BK24', 'E9QKE9', 'H3BJL7', 'H3BL09']"
ENSG00000257923,P39880,CUX1,ENSMUSG00000029705,Cux1,"['H3BJ26', 'H3BLJ7', 'H3BJN3', 'H3BKT0', 'H3BJQ9', 'H3BKF6', 'H3BLS0', 'H3BK24', 'E9QKE9', 'H3BJL7', 'H3BL09']"
ENSG00000258227,Q9NY25,CLEC5A,ENSMUSG00000029915,Clec5a,Q9R007
ENSG00000143499,Q9NRG4,SMYD2,ENSMUSG00000026603,Smyd2,Q8R5A0
ENSG00000143514,Q13625,TP53BP2,ENSMUSG00000026510,Trp53bp2,"['E9QJU8', 'A0A0A6YX89']"
ENSG00000143742,P49458,SRP9,ENSMUSG00000026511,Srp9,P49962
ENSG00000143748,O15381,NVL,ENSMUSG00000026516,Nvl,Q9DBY8
ENSG00000143776,Q5VT25,CDC42BPA,ENSMUSG00000026490,Cdc42bpa,Q3UU96
ENSG00000143799,P09874,PARP1,ENSMUSG00000026496,Parp1,"['Q921K2', 'A0A0A6YVX0', 'A0A0A6YX03', 'A0A0A6YY63']"
ENSG00000143811,Q96C36,PYCR2,ENSMUSG00000026520,Pycr2,Q922Q4
ENSG00000143847,O75335,PPFIA4,ENSMUSG00000026458,Ppfia4,"['A0A087WPJ3', 'A0A087WPM2', 'B8QI36']"
ENSG00000143862,Q96BM9,ARL8A,ENSMUSG00000026426,Arl8a,Q8VEH3
ENSG00000144224,Q92575,UBXN4,ENSMUSG00000026353,Ubxn4,"['A0A087WSK5', 'A0A0R4J078']"
ENSG00000144524,Q9H9Q2,COPS7B,ENSMUSG00000026240,Cops7b,Q8BV13
ENSG00000144579,Q9GZU7,CTDSP1,ENSMUSG00000026176,Ctdsp1,P58466
ENSG00000144580,Q92600,CNOT9,ENSMUSG00000026174,Cnot9,Q9JKY0
ENSG00000144589,Q8N1F8,STK11IP,ENSMUSG00000026213,Stk11ip,Q3TAA7
ENSG00000145723,Q9NXP7,GIN1,ENSMUSG00000026333,Gin1,Q8K259
ENSG00000145730,P19021,PAM,ENSMUSG00000026335,Pam,P97467
ENSG00000148481,Q9H8M7,MINDY3,ENSMUSG00000026767,Mindy3,Q9CV28
ENSG00000148484,Q15404,RSU1,ENSMUSG00000026727,Rsu1,"['A0A0A6YWZ2', 'E0CXG5', 'B1AYQ0', 'A2AUR7', 'Q9D031']"
ENSG00000150551,Q8N2G4,LYPD1,ENSMUSG00000026344,Lypd1,Q8BLC3
ENSG00000150556,Q8NI32,LYPD6B,ENSMUSG00000026765,Lypd6b,Q9D7F2
ENSG00000150681,Q9NS28,RGS18,ENSMUSG00000026357,Rgs18,Q99PG4
ENSG00000150867,P48426,PIP4K2A,ENSMUSG00000026737,Pip4k2a,O70172
