hgnc_symbol,human_ensembl_gene_id,mouse_ensembl_gene_id,external_gene_name
KAT6B,ENSG00000156650,ENSMUSG00000021767,Kat6b
SAMD8,ENSG00000156671,ENSMUSG00000021770,Samd8
SUSD3,ENSG00000157303,ENSMUSG00000021384,Susd3
PRXL2C,ENSG00000158122,ENSMUSG00000021482,Prxl2c
FANCC,ENSG00000158169,ENSMUSG00000021461,Fancc
ATXN7,ENSG00000163635,ENSMUSG00000021738,Atxn7
PSMD6,ENSG00000163636,ENSMUSG00000021737,Psmd6
SLMAP,ENSG00000163681,ENSMUSG00000021870,Slmap
CFAP20DC,ENSG00000163689,ENSMUSG00000021747,Cfap20dc
ARHGEF3,ENSG00000163947,ENSMUSG00000021895,Arhgef3
ELOVL7,ENSG00000164181,ENSMUSG00000021696,Elovl7
RNF180,ENSG00000164197,ENSMUSG00000021720,Rnf180
F2RL2,ENSG00000164220,ENSMUSG00000021675,F2rl2
F2RL1,ENSG00000164251,ENSMUSG00000021678,F2rl1
AGGF1,ENSG00000164252,ENSMUSG00000021681,Aggf1
NDUFS4,ENSG00000164258,ENSMUSG00000021764,Ndufs4
ARSK,ENSG00000164291,ENSMUSG00000021592,Arsk
RHOBTB3,ENSG00000164292,ENSMUSG00000021589,Rhobtb3
GPX8,ENSG00000164294,ENSMUSG00000021760,Gpx8
SERINC5,ENSG00000164300,ENSMUSG00000021703,Serinc5
ERAP1,ENSG00000164307,ENSMUSG00000021583,Erap1
CARTPT,ENSG00000164326,ENSMUSG00000021647,Cartpt
ANKRA2,ENSG00000164331,ENSMUSG00000021661,Ankra2
GFM2,ENSG00000164347,ENSMUSG00000021666,Gfm2
TERT,ENSG00000164362,ENSMUSG00000021611,Tert
CCDC127,ENSG00000164366,ENSMUSG00000021578,Ccdc127
SFXN1,ENSG00000164466,ENSMUSG00000021474,Sfxn1
HCN1,ENSG00000164588,ENSMUSG00000021730,Hcn1
CAMLG,ENSG00000164615,ENSMUSG00000021501,Caml
SYK,ENSG00000165025,ENSMUSG00000021457,Syk
GKAP1,ENSG00000165113,ENSMUSG00000021552,Gkap1
C9orf64,ENSG00000165118,ENSMUSG00000021550,2210016F16Rik
HNRNPK,ENSG00000165119,ENSMUSG00000021546,Hnrnpk
VDAC2,ENSG00000165637,ENSMUSG00000021771,Vdac2
COMTD1,ENSG00000165644,ENSMUSG00000021773,Comtd1
NSD1,ENSG00000165671,ENSMUSG00000021488,Nsd1
AMN,ENSG00000166126,ENSMUSG00000021278,Amn
NUDT13,ENSG00000166321,ENSMUSG00000021809,Nudt13
MSS51,ENSG00000166343,ENSMUSG00000021815,Mss51
MAPK1IP1L,ENSG00000168175,ENSMUSG00000021840,Mapk1ip1l
GNG4,ENSG00000168243,ENSMUSG00000021303,Gng4
PDHB,ENSG00000168291,ENSMUSG00000021748,Pdhb
KCTD6,ENSG00000168301,ENSMUSG00000021752,Kctd6
ACOX2,ENSG00000168306,ENSMUSG00000021751,Acox2
FAM107A,ENSG00000168309,ENSMUSG00000021750,Fam107a
ARF4,ENSG00000168374,ENSMUSG00000021877,Arf4
SNRNP48,ENSG00000168566,ENSMUSG00000021431,Snrnp48
PXDC1,ENSG00000168994,ENSMUSG00000021411,Pxdc1
ROR2,ENSG00000169071,ENSMUSG00000021464,Ror2
LMAN2,ENSG00000169223,ENSMUSG00000021484,Lman2
PRELID1,ENSG00000169230,ENSMUSG00000021486,Prelid1
RNASE6,ENSG00000169413,ENSMUSG00000021880,Rnase6
BTD,ENSG00000169814,ENSMUSG00000021900,Btd
UBE2E1,ENSG00000170142,ENSMUSG00000021774,Ube2e1
SERPINB9,ENSG00000170542,ENSMUSG00000021403,Serpinb9b
EMB,ENSG00000170571,ENSMUSG00000021728,Emb
TPPP,ENSG00000171368,ENSMUSG00000021573,Tppp
MRPL36,ENSG00000171421,ENSMUSG00000021607,Mrpl36
ZNF274,ENSG00000171606,ENSMUSG00000021514,Zfp369
SERF1A,ENSG00000172058,ENSMUSG00000021643,Serf1
SERF1B,ENSG00000205572,ENSMUSG00000021643,Serf1
SMN1,ENSG00000172062,ENSMUSG00000021645,Smn1
SMN2,ENSG00000205571,ENSMUSG00000021645,Smn1
ID4,ENSG00000172201,ENSMUSG00000021379,Id4
ACOT12,ENSG00000172497,ENSMUSG00000021620,Acot12
GLRX,ENSG00000173221,ENSMUSG00000021591,Glrx
SLC6A19,ENSG00000174358,ENSMUSG00000021565,Slc6a19
NR1D2,ENSG00000174738,ENSMUSG00000021775,Nr1d2
DNAH12,ENSG00000174844,ENSMUSG00000021879,Dnah12
PCSK1,ENSG00000175426,ENSMUSG00000021587,Pcsk1
MCTP1,ENSG00000175471,ENSMUSG00000021596,Mctp1
MTX3,ENSG00000177034,ENSMUSG00000021704,Mtx3
DHFR2,ENSG00000178700,ENSMUSG00000021707,Dhfr
DHFR,ENSG00000228716,ENSMUSG00000021707,Dhfr
RNASE10,ENSG00000182545,ENSMUSG00000021872,Rnase10
DDX41,ENSG00000183258,ENSMUSG00000021494,Ddx41
AP3M1,ENSG00000185009,ENSMUSG00000021824,Ap3m1
LRRC14B,ENSG00000185028,ENSMUSG00000021579,Lrrc14b
TNFAIP2,ENSG00000185215,ENSMUSG00000021281,Tnfaip2
PTCH1,ENSG00000185920,ENSMUSG00000021466,Ptch1
RGS7BP,ENSG00000186479,ENSMUSG00000021719,Rgs7bp
ZKSCAN4,ENSG00000187626,ENSMUSG00000021327,Zkscan3
SEMA4D,ENSG00000187764,ENSMUSG00000021451,Sema4d
CENPP,ENSG00000188312,ENSMUSG00000021391,Cenpp
TECPR2,ENSG00000196663,ENSMUSG00000021275,Tecpr2
DAPK1,ENSG00000196730,ENSMUSG00000021559,Dapk1
PDLIM7,ENSG00000196923,ENSMUSG00000021493,Pdlim7
SLC28A3,ENSG00000197506,ENSMUSG00000021553,Slc28a3
OCLN,ENSG00000197822,ENSMUSG00000021638,Ocln
NKIRAS1,ENSG00000197885,ENSMUSG00000021772,Nkiras1
ERO1A,ENSG00000197930,ENSMUSG00000021831,Ero1a
ELOVL2,ENSG00000197977,ENSMUSG00000021364,Elovl2
NOL8,ENSG00000198000,ENSMUSG00000021392,Nol8
RYR2,ENSG00000198626,ENSMUSG00000021313,Ryr2
FAM3D,ENSG00000198643,ENSMUSG00000021749,Fam3d
ECI2,ENSG00000198721,ENSMUSG00000021416,Eci3
ECI2,ENSG00000198721,ENSMUSG00000021417,Eci2
CDC42BPB,ENSG00000198752,ENSMUSG00000021279,Cdc42bpb
TRIM27,ENSG00000204713,ENSMUSG00000021326,Trim27
EXOC3L4,ENSG00000205436,ENSMUSG00000021280,Exoc3l4
METTL6,ENSG00000206562,ENSMUSG00000021891,Mettl6
MXD3,ENSG00000213347,ENSMUSG00000021485,Mxd3
DNAJC9,ENSG00000213551,ENSMUSG00000021811,Dnajc9
ZNF845,ENSG00000213799,ENSMUSG00000021510,Zfp729a
ZSWIM8,ENSG00000214655,ENSMUSG00000021819,Zswim8
ARHGEF28,ENSG00000214944,ENSMUSG00000021662,Arhgef28
CFAP90,ENSG00000215217,ENSMUSG00000021534,Cfap90
ASB14,ENSG00000239388,ENSMUSG00000021898,Asb14
PDCD6,ENSG00000249915,ENSMUSG00000021576,Pdcd6
RNASE4,ENSG00000258818,ENSMUSG00000021876,Rnase4
FBXL3,ENSG00000005812,ENSMUSG00000022124,Fbxl3
RHOBTB2,ENSG00000008853,ENSMUSG00000022075,Rhobtb2
PHF7,ENSG00000010318,ENSMUSG00000021902,Phf7
SEMA3G,ENSG00000010319,ENSMUSG00000021904,Sema3g
NISCH,ENSG00000010322,ENSMUSG00000021910,Nisch
EXTL3,ENSG00000012232,ENSMUSG00000021978,Extl3
STMN4,ENSG00000015592,ENSMUSG00000022044,Stmn4
GLT8D1,ENSG00000016864,ENSMUSG00000021916,Glt8d1
AKAP11,ENSG00000023516,ENSMUSG00000022016,Akap11
MIPEP,ENSG00000027001,ENSMUSG00000021993,Mipep
RNF19A,ENSG00000034677,ENSMUSG00000022280,Rnf19a
TRIO,ENSG00000038382,ENSMUSG00000022263,Trio
DNAH5,ENSG00000039139,ENSMUSG00000022262,Dnah5
C6,ENSG00000039537,ENSMUSG00000022181,C6
RAI14,ENSG00000039560,ENSMUSG00000022246,Rai14
RRM2B,ENSG00000048392,ENSMUSG00000022292,Rrm2b
ITIH4,ENSG00000055955,ENSMUSG00000021922,Itih4
ZFR,ENSG00000056097,ENSMUSG00000022201,Zfr
ZFAT,ENSG00000066827,ENSMUSG00000022335,Zfat
GTSE1,ENSG00000075218,ENSMUSG00000022385,Gtse1
SMC1B,ENSG00000077935,ENSMUSG00000022432,Smc1b
DCT,ENSG00000080166,ENSMUSG00000022129,Dct
CPB2,ENSG00000080618,ENSMUSG00000021999,Cpb2
FYB1,ENSG00000082074,ENSMUSG00000022148,Fyb
C5orf22,ENSG00000082213,ENSMUSG00000022195,6030458C11Rik
GRHL2,ENSG00000083307,ENSMUSG00000022286,Grhl2
PIBF1,ENSG00000083535,ENSMUSG00000022064,Pibf1
TDRD3,ENSG00000083544,ENSMUSG00000022019,Tdrd3
NUFIP1,ENSG00000083635,ENSMUSG00000022009,Nufip1
OXCT1,ENSG00000083720,ENSMUSG00000022186,Oxct1
TGDS,ENSG00000088451,ENSMUSG00000022130,Tgds
CMA1,ENSG00000092009,ENSMUSG00000022225,Cma1
PSME1,ENSG00000092010,ENSMUSG00000022216,Psme1
HAUS4,ENSG00000092036,ENSMUSG00000022177,Haus4
JPH4,ENSG00000092051,ENSMUSG00000022208,Jph4
SLC7A8,ENSG00000092068,ENSMUSG00000022180,Slc7a8
SLC22A17,ENSG00000092096,ENSMUSG00000022199,Slc22a17
TGM1,ENSG00000092295,ENSMUSG00000022218,Tgm1
DPYSL2,ENSG00000092964,ENSMUSG00000022048,Dpysl2
SH3BP1,ENSG00000100092,ENSMUSG00000022436,Sh3bp1
SEPTIN3,ENSG00000100167,ENSMUSG00000022456,Septin3
CYP2D6,ENSG00000100197,ENSMUSG00000022445,Cyp2d26
DMC1,ENSG00000100206,ENSMUSG00000022429,Dmc1
CBY1,ENSG00000100211,ENSMUSG00000022428,Cby1
TOMM22,ENSG00000100216,ENSMUSG00000022427,Tomm22
JOSD1,ENSG00000100221,ENSMUSG00000022426,Josd1
TTLL1,ENSG00000100271,ENSMUSG00000022442,Ttll1
SYNGR1,ENSG00000100321,ENSMUSG00000022415,Syngr1
TAB1,ENSG00000100324,ENSMUSG00000022414,Tab1
MIEF1,ENSG00000100335,ENSMUSG00000022412,Mief1
MYH9,ENSG00000100345,ENSMUSG00000022443,Myh9
CACNA1I,ENSG00000100346,ENSMUSG00000022416,Cacna1i
SAMM50,ENSG00000100347,ENSMUSG00000022437,Samm50
SLC25A17,ENSG00000100372,ENSMUSG00000022404,Slc25a17
FAM118A,ENSG00000100376,ENSMUSG00000022434,Fam118a
ST13,ENSG00000100380,ENSMUSG00000022403,St13
RBX1,ENSG00000100387,ENSMUSG00000022400,Rbx1
L3MBTL2,ENSG00000100395,ENSMUSG00000022394,L3mbtl2
RANGAP1,ENSG00000100401,ENSMUSG00000022391,Rangap1
ZC3H7B,ENSG00000100403,ENSMUSG00000022390,Zc3h7b
TRMU,ENSG00000100416,ENSMUSG00000022386,Trmu
BRD1,ENSG00000100425,ENSMUSG00000022387,Brd1
SDR39U1,ENSG00000100445,ENSMUSG00000022223,Sdr39u1
C14orf93,ENSG00000100802,ENSMUSG00000022179,4931414P19Rik
PSMB5,ENSG00000100804,ENSMUSG00000022193,Psmb5
ACIN1,ENSG00000100813,ENSMUSG00000022185,Acin1
PABPN1,ENSG00000100836,ENSMUSG00000022194,Pabpn1
EFS,ENSG00000100842,ENSMUSG00000022203,Efs
DCAF11,ENSG00000100897,ENSMUSG00000022214,Dcaf11
EMC9,ENSG00000100908,ENSMUSG00000022217,Emc9
CDADC1,ENSG00000102543,ENSMUSG00000021982,Cdadc1
CAB39L,ENSG00000102547,ENSMUSG00000021981,Cab39l
DNAJC3,ENSG00000102580,ENSMUSG00000022136,Dnajc3
FGF9,ENSG00000102678,ENSMUSG00000021974,Fgf9
KPNA3,ENSG00000102753,ENSMUSG00000021929,Kpna3
RGCC,ENSG00000102760,ENSMUSG00000022018,Rgcc
ACOD1,ENSG00000102794,ENSMUSG00000022126,Acod1
TSC22D1,ENSG00000102804,ENSMUSG00000022010,Tsc22d1
CLN5,ENSG00000102805,ENSMUSG00000022125,Cln5
OLFM4,ENSG00000102837,ENSMUSG00000022026,Olfm4
TRIM35,ENSG00000104228,ENSMUSG00000022043,Trim35
INTS9,ENSG00000104299,ENSMUSG00000021975,Ints9
LAPTM4B,ENSG00000104341,ENSMUSG00000022257,Laptm4b
POP1,ENSG00000104356,ENSMUSG00000022325,Pop1
STK3,ENSG00000104375,ENSMUSG00000022329,Stk3
EIF3E,ENSG00000104408,ENSMUSG00000022336,Eif3e
EMC2,ENSG00000104412,ENSMUSG00000022337,Emc2
SQLE,ENSG00000104549,ENSMUSG00000022351,Sqle
SLC39A14,ENSG00000104635,ENSMUSG00000022094,Slc39a14
ADAM2,ENSG00000104755,ENSMUSG00000022039,Adam2
BNIP3L,ENSG00000104765,ENSMUSG00000022051,Bnip3l
MAPK8,ENSG00000107643,ENSMUSG00000021936,Mapk8
SEMA5A,ENSG00000112902,ENSMUSG00000022231,Sema5a
DROSHA,ENSG00000113360,ENSMUSG00000022191,Drosha
GOLPH3,ENSG00000113384,ENSMUSG00000022200,Golph3
SUB1,ENSG00000113387,ENSMUSG00000022205,Sub1
NPR3,ENSG00000113389,ENSMUSG00000022206,Npr3
TARS1,ENSG00000113407,ENSMUSG00000022241,Tars
RAD1,ENSG00000113456,ENSMUSG00000022248,Rad1
BRIX1,ENSG00000113460,ENSMUSG00000022247,Brix1
NUP155,ENSG00000113569,ENSMUSG00000022142,Nup155
C9,ENSG00000113600,ENSMUSG00000022149,C9
TTC33,ENSG00000113638,ENSMUSG00000022151,Ttc33
WNT5A,ENSG00000114251,ENSMUSG00000021994,Wnt5a
SPCS1,ENSG00000114902,ENSMUSG00000021917,Spcs1
NEK4,ENSG00000114904,ENSMUSG00000021918,Nek4
UCHL3,ENSG00000118939,ENSMUSG00000022111,Uchl3
ENY2,ENSG00000120533,ENSMUSG00000022338,Eny2
ENOX1,ENSG00000120658,ENSMUSG00000022012,Enox1
MTRF1,ENSG00000120662,ENSMUSG00000022022,Mtrf1
DNAJC15,ENSG00000120675,ENSMUSG00000022013,Dnajc15
WBP4,ENSG00000120688,ENSMUSG00000022023,Wbp4
CLU,ENSG00000120885,ENSMUSG00000022037,Clu
SORBS3,ENSG00000120896,ENSMUSG00000022091,Sorbs3
CHRNA2,ENSG00000120903,ENSMUSG00000022041,Chrna2
PPP3CC,ENSG00000120910,ENSMUSG00000022092,Ppp3cc
PDLIM2,ENSG00000120913,ENSMUSG00000022090,Pdlim2
EPHX2,ENSG00000120915,ENSMUSG00000022040,Ephx2
PSPC1,ENSG00000121390,ENSMUSG00000021938,Pspc1
A1BG,ENSG00000121410,ENSMUSG00000022347,A1bg
ZMYM2,ENSG00000121741,ENSMUSG00000021945,Zmym2
SPRYD7,ENSG00000123178,ENSMUSG00000021930,Spryd7
EBPL,ENSG00000123179,ENSMUSG00000021928,Ebpl
ZC3H13,ENSG00000123200,ENSMUSG00000022000,Zc3h13
NGDN,ENSG00000129460,ENSMUSG00000022204,Ngdn
RIPK3,ENSG00000129465,ENSMUSG00000022221,Ripk3
ADCY4,ENSG00000129467,ENSMUSG00000022220,Adcy4
RAB2B,ENSG00000129472,ENSMUSG00000022159,Rab2b
AJUBA,ENSG00000129474,ENSMUSG00000022178,Ajuba
DAD1,ENSG00000129562,ENSMUSG00000022174,Dad1
XPO7,ENSG00000130227,ENSMUSG00000022100,Xpo7
GALNT15,ENSG00000131386,ENSMUSG00000021903,Galnt15
KHDRBS3,ENSG00000131773,ENSMUSG00000022332,Khdrbs3
RIDA,ENSG00000132541,ENSMUSG00000022323,Rida
MATN2,ENSG00000132561,ENSMUSG00000022324,Matn2
ATP8A2,ENSG00000132932,ENSMUSG00000021983,Atp8a2
XPO4,ENSG00000132953,ENSMUSG00000021952,Xpo4
EPSTI1,ENSG00000133106,ENSMUSG00000022014,Epsti1
PDZD2,ENSG00000133401,ENSMUSG00000022197,Pdzd2
C1QTNF6,ENSG00000133466,ENSMUSG00000022440,C1qtnf6
FAM83F,ENSG00000133477,ENSMUSG00000022408,Fam83f
ELP3,ENSG00000134014,ENSMUSG00000022031,Elp3
ADAMDEC1,ENSG00000134028,ENSMUSG00000022057,Adamdec1
SLC38A2,ENSG00000134294,ENSMUSG00000022462,Slc38a2
CLDN10,ENSG00000134873,ENSMUSG00000022132,Cldn10
RNASEH2B,ENSG00000136104,ENSMUSG00000021932,Rnaseh2b
CNMD,ENSG00000136110,ENSMUSG00000022025,Cnmd
BORA,ENSG00000136122,ENSMUSG00000022070,Bora
SUCLA2,ENSG00000136143,ENSMUSG00000022110,Sucla2
MED4,ENSG00000136146,ENSMUSG00000022109,Med4
SCEL,ENSG00000136155,ENSMUSG00000022123,Scel
ITM2B,ENSG00000136156,ENSMUSG00000022108,Itm2b
SPRY2,ENSG00000136158,ENSMUSG00000022114,Spry2
EDNRB,ENSG00000136160,ENSMUSG00000022122,Ednrb
RCBTB2,ENSG00000136161,ENSMUSG00000022106,Rcbtb2
LCP1,ENSG00000136167,ENSMUSG00000021998,Lcp1
CIDEB,ENSG00000136305,ENSMUSG00000022219,Cideb
GATA4,ENSG00000136574,ENSMUSG00000021944,Gata4
ENPP2,ENSG00000136960,ENSMUSG00000022425,Enpp2
DSCC1,ENSG00000136982,ENSMUSG00000022422,Dscc1
DERL1,ENSG00000136986,ENSMUSG00000022365,Derl1
MYC,ENSG00000136997,ENSMUSG00000022346,Myc
TTLL8,ENSG00000138892,ENSMUSG00000022388,Ttll8
PARVG,ENSG00000138964,ENSMUSG00000022439,Parvg
SLC38A4,ENSG00000139209,ENSMUSG00000022464,Slc38a4
MTMR6,ENSG00000139505,ENSMUSG00000021987,Mtmr6
ESD,ENSG00000139684,ENSMUSG00000021996,Esd
RB1,ENSG00000139687,ENSMUSG00000022105,Rb1
DIAPH3,ENSG00000139734,ENSMUSG00000022021,Diaph3
RBM26,ENSG00000139746,ENSMUSG00000022119,Rbm26
MBNL2,ENSG00000139793,ENSMUSG00000022139,Mbnl2
REM2,ENSG00000139890,ENSMUSG00000022176,Rem2
FITM1,ENSG00000139914,ENSMUSG00000022215,Fitm1
ROPN1L,ENSG00000145491,ENSMUSG00000022236,Ropn1l
MYO10,ENSG00000145555,ENSMUSG00000022272,Myo10
OSMR,ENSG00000145623,ENSMUSG00000022146,Osmr
CCDC25,ENSG00000147419,ENSMUSG00000022035,Ccdc25
HMBOX1,ENSG00000147421,ENSMUSG00000021972,Hmbox1
BIN3,ENSG00000147439,ENSMUSG00000022089,Bin3
DOK2,ENSG00000147443,ENSMUSG00000022102,Dok2
SYBU,ENSG00000147642,ENSMUSG00000022340,Sybu
DPYS,ENSG00000147647,ENSMUSG00000022304,Dpys
MTDH,ENSG00000147649,ENSMUSG00000022255,Mtdh
LRP12,ENSG00000147650,ENSMUSG00000022305,Lrp12
EBAG9,ENSG00000147654,ENSMUSG00000022339,Ebag9
EIF3H,ENSG00000147677,ENSMUSG00000022312,Eif3h
UTP23,ENSG00000147679,ENSMUSG00000022313,Utp23
NDUFB9,ENSG00000147684,ENSMUSG00000022354,Ndufb9
EEF1AKMT1,ENSG00000150456,ENSMUSG00000021951,Eef1akmt1
LATS2,ENSG00000150457,ENSMUSG00000021959,Lats2
SAP18,ENSG00000150459,ENSMUSG00000021963,Sap18
CCT5,ENSG00000150753,ENSMUSG00000022234,Cct5
TWF1,ENSG00000151239,ENSMUSG00000022451,Twf1
FBXO4,ENSG00000151876,ENSMUSG00000022184,Fbxo4
OBI1,ENSG00000152193,ENSMUSG00000022120,Obi1
NADK2,ENSG00000152620,ENSMUSG00000022253,Nadk2
GPR180,ENSG00000152749,ENSMUSG00000022131,Gpr180
DAB2,ENSG00000153071,ENSMUSG00000022150,Dab2
CYRIB,ENSG00000153310,ENSMUSG00000022378,Cyrib
ASAP1,ENSG00000153317,ENSMUSG00000022377,Asap1
ANKH,ENSG00000154122,ENSMUSG00000022265,Ank
RETREG1,ENSG00000154153,ENSMUSG00000022270,Retreg1
ANGPT1,ENSG00000154188,ENSMUSG00000022309,Angpt1
DPH3,ENSG00000154813,ENSMUSG00000021905,Dph3
OXNAD1,ENSG00000154814,ENSMUSG00000021906,Oxnad1
ATP6V1C1,ENSG00000155097,ENSMUSG00000022295,Atp6v1c1
DEPTOR,ENSG00000155792,ENSMUSG00000022419,Deptor
ADCY8,ENSG00000155897,ENSMUSG00000022376,Adcy8
SLA,ENSG00000155926,ENSMUSG00000022372,Sla
TBC1D31,ENSG00000156787,ENSMUSG00000022364,Tbc1d31
NTAQ1,ENSG00000156795,ENSMUSG00000022359,Wdyhv1
FBXO32,ENSG00000156804,ENSMUSG00000022358,Fbxo32
DHRS4,ENSG00000157326,ENSMUSG00000022210,Dhrs4
DHRS4L2,ENSG00000187630,ENSMUSG00000022210,Dhrs4
CACNA2D3,ENSG00000157445,ENSMUSG00000021991,Cacna2d3
TNFRSF14,ENSG00000157873,ENSMUSG00000022074,Tnfrsf10b
DMTN,ENSG00000158856,ENSMUSG00000022099,Dmtn
FHIP2B,ENSG00000158863,ENSMUSG00000022095,Fhip2b
BAP1,ENSG00000163930,ENSMUSG00000021901,Bap1
TKT,ENSG00000163931,ENSMUSG00000021957,Tkt
PRKCD,ENSG00000163932,ENSMUSG00000021948,Prkcd
SLC45A2,ENSG00000164175,ENSMUSG00000022243,Slc45a2
NIPBL,ENSG00000164190,ENSMUSG00000022141,Nipbl
ANKRD33B,ENSG00000164236,ENSMUSG00000022237,Ankrd33b
CMBL,ENSG00000164237,ENSMUSG00000022235,Cmbl
CTSB,ENSG00000164733,ENSMUSG00000021939,Ctsb
RAD21,ENSG00000164754,ENSMUSG00000022314,Rad21
SLC30A8,ENSG00000164756,ENSMUSG00000022315,Slc30a8
CSMD3,ENSG00000164796,ENSMUSG00000022311,Csmd3
OXR1,ENSG00000164830,ENSMUSG00000022307,Oxr1
OSR2,ENSG00000164920,ENSMUSG00000022330,Osr2
BAALC,ENSG00000164929,ENSMUSG00000022296,Baalc
FZD6,ENSG00000164930,ENSMUSG00000022297,Fzd6
SLC25A32,ENSG00000164933,ENSMUSG00000022299,Slc25a32
DCAF13,ENSG00000164934,ENSMUSG00000022300,Dcaf13
WASHC5,ENSG00000164961,ENSMUSG00000022350,Washc5
ZHX1,ENSG00000165156,ENSMUSG00000022361,Zhx1
SUGT1,ENSG00000165416,ENSMUSG00000022024,Sugt1
CRYL1,ENSG00000165475,ENSMUSG00000021947,Cryl1
SKA3,ENSG00000165480,ENSMUSG00000021965,Ska3
MICU2,ENSG00000165487,ENSMUSG00000021973,Micu2
AMER2,ENSG00000165566,ENSMUSG00000021986,Amer2
METTL3,ENSG00000165819,ENSMUSG00000022160,Mettl3
TEF,ENSG00000167074,ENSMUSG00000022389,Tef
PBK,ENSG00000168078,ENSMUSG00000022033,Pbk
SCARA5,ENSG00000168079,ENSMUSG00000022032,Scara5
HR,ENSG00000168453,ENSMUSG00000022096,Hr
SFTPC,ENSG00000168484,ENSMUSG00000022097,Sftpc
BMP1,ENSG00000168487,ENSMUSG00000022098,Bmp1
GFRA2,ENSG00000168546,ENSMUSG00000022103,Gfra2
SDC2,ENSG00000169439,ENSMUSG00000022261,Sdc2
CTNND2,ENSG00000169862,ENSMUSG00000022240,Ctnnd2
ZFPM2,ENSG00000169946,ENSMUSG00000022306,Zfpm2
MTSS1,ENSG00000170873,ENSMUSG00000022353,Mtss1
SHCBP1,ENSG00000171241,ENSMUSG00000022322,Shcbp1
ESCO2,ENSG00000171320,ENSMUSG00000022034,Esco2
MTBP,ENSG00000172167,ENSMUSG00000022369,Mtbp
MRPL13,ENSG00000172172,ENSMUSG00000022370,Mrpl13
NAA16,ENSG00000172766,ENSMUSG00000022020,Naa16
MRPL57,ENSG00000173141,ENSMUSG00000021967,Mrpl57
ADAMTS20,ENSG00000173157,ENSMUSG00000022449,Adamts20
LRRC63,ENSG00000173988,ENSMUSG00000021997,Lrrc63
SLC25A30,ENSG00000174032,ENSMUSG00000022003,Slc25a30
KLHL38,ENSG00000175946,ENSMUSG00000022357,Klhl38
ZDHHC20,ENSG00000180776,ENSMUSG00000021969,Zdhhc20
SPATA13,ENSG00000182957,ENSMUSG00000021990,Spata13
SMDT1,ENSG00000183172,ENSMUSG00000022452,Smdt1
NELL2,ENSG00000184613,ENSMUSG00000022454,Nell2
NDUFA6,ENSG00000184983,ENSMUSG00000022450,Ndufa6
CARMIL3,ENSG00000186648,ENSMUSG00000022211,Carmil3
PPARA,ENSG00000186951,ENSMUSG00000022383,Ppara
COL14A1,ENSG00000187955,ENSMUSG00000022371,Col14a1
WNT7B,ENSG00000188064,ENSMUSG00000022382,Wnt7b
PARVB,ENSG00000188677,ENSMUSG00000022438,Parvb
XPNPEP3,ENSG00000196236,ENSMUSG00000022401,Xpnpep3
ZSCAN26,ENSG00000197062,ENSMUSG00000022228,Zscan26
ENTPD4,ENSG00000197217,ENSMUSG00000022066,Entpd4b
LRP10,ENSG00000197324,ENSMUSG00000022175,Lrp10
OGDHL,ENSG00000197444,ENSMUSG00000021913,Ogdhl
SREBF2,ENSG00000198911,ENSMUSG00000022463,Srebf2
NAGA,ENSG00000198951,ENSMUSG00000022453,Naga
CSNK1E,ENSG00000213923,ENSMUSG00000022433,Csnk1e
EBF2,ENSG00000221818,ENSMUSG00000022053,Ebf2
NPTXR,ENSG00000221890,ENSMUSG00000022421,Nptxr
PPP2R2A,ENSG00000221914,ENSMUSG00000022052,Ppp2r2a
PARG,ENSG00000227345,ENSMUSG00000021911,Parg
ADSL,ENSG00000239900,ENSMUSG00000022407,Adsl
AMACR,ENSG00000242110,ENSMUSG00000022244,Amacr
PINX1,ENSG00000254093,ENSMUSG00000021958,Pinx1
ANXA8L1,ENSG00000264230,ENSMUSG00000021950,Anxa8
ANXA8,ENSG00000265190,ENSMUSG00000021950,Anxa8
GDF10,ENSG00000266524,ENSMUSG00000021943,Gdf10
DCP1A,ENSG00000272886,ENSMUSG00000021962,Dcp1a
RPAP3,ENSG00000005175,ENSMUSG00000022466,Rpap3
CREBBP,ENSG00000005339,ENSMUSG00000022521,Crebbp
ZNF263,ENSG00000006194,ENSMUSG00000022529,Zfp263
,ENSG00000290183,ENSMUSG00000022529,Zfp263
MAPK8IP2,ENSG00000008735,ENSMUSG00000022619,Mapk8ip2
YAF2,ENSG00000015153,ENSMUSG00000022634,Yaf2
SNAI2,ENSG00000019549,ENSMUSG00000022676,Snai2
TYMP,ENSG00000025708,ENSMUSG00000022615,Tymp
ARHGAP31,ENSG00000031081,ENSMUSG00000022799,Arhgap31
TBC1D23,ENSG00000036054,ENSMUSG00000022749,Tbc1d23
LSG1,ENSG00000041802,ENSMUSG00000022538,Lsg1
LIMA1,ENSG00000050405,ENSMUSG00000023022,Lima1
SLC4A8,ENSG00000050438,ENSMUSG00000023032,Slc4a8
DGKG,ENSG00000058866,ENSMUSG00000022861,Dgkg
HDAC7,ENSG00000061273,ENSMUSG00000022475,Hdac7
TNK2,ENSG00000061938,ENSMUSG00000022791,Tnk2
ST3GAL6,ENSG00000064225,ENSMUSG00000022747,St3gal6
PDIA5,ENSG00000065485,ENSMUSG00000022844,Pdia5
NDUFB4,ENSG00000065518,ENSMUSG00000022820,Ndufb4
MYLK,ENSG00000065534,ENSMUSG00000022836,Mylk
DIP2B,ENSG00000066084,ENSMUSG00000023026,Dip2b
